Date,Year,Month Number,DayNum,WeekNum,total,WeekDay
2017-12-25 00:00:00,2017,12,25,52,0,2
2017-12-26 00:00:00,2017,12,26,52,1.4989999532699585,3
2017-12-27 00:00:00,2017,12,27,52,10.855000108480453,4
2017-12-28 00:00:00,2017,12,28,52,10.917999923229218,5
2017-12-29 00:00:00,2017,12,29,52,8.845000103116035,6
2017-12-30 00:00:00,2017,12,30,52,4.568999946117401,7
2017-12-31 00:00:00,2017,12,31,53,2.093000054359436,1
2018-01-01 00:00:00,2018,1,1,1,0,2
2018-01-02 00:00:00,2018,1,2,1,1.0750000476837158,3
2018-01-03 00:00:00,2018,1,3,1,4.078000009059906,4
2018-01-04 00:00:00,2018,1,4,1,5.370999872684479,5
2018-01-05 00:00:00,2018,1,5,1,4.9339998960494995,6
2018-01-06 00:00:00,2018,1,6,1,3.1419999599456787,7
2018-01-07 00:00:00,2018,1,7,2,7.447000056505203,1
2018-01-08 00:00:00,2018,1,8,2,6.584000051021576,2
2018-01-09 00:00:00,2018,1,9,2,12.843999862670898,3
2018-01-10 00:00:00,2018,1,10,2,29.236000388860703,4
2018-01-11 00:00:00,2018,1,11,2,20.23899981379509,5
2018-01-12 00:00:00,2018,1,12,2,19.654999911785126,6
2018-01-13 00:00:00,2018,1,13,2,28.660999685525894,7
2018-01-14 00:00:00,2018,1,14,3,16.7389999628067,1
2018-01-15 00:00:00,2018,1,15,3,9.180999845266342,2
2018-01-16 00:00:00,2018,1,16,3,11.430999755859375,3
2018-01-17 00:00:00,2018,1,17,3,11.51899990439415,4
2018-01-18 00:00:00,2018,1,18,3,9.850999891757965,5
2018-01-19 00:00:00,2018,1,19,3,18.610999941825867,6
2018-01-20 00:00:00,2018,1,20,3,9.097000032663345,7
2018-01-21 00:00:00,2018,1,21,4,10.709000021219254,1
2018-01-22 00:00:00,2018,1,22,4,6.312999993562698,2
2018-01-23 00:00:00,2018,1,23,4,3.7350000143051147,3
